date,Open,High,Low,Close,Volume
2014-10-29 00:00:00-04:00,23.67382728,23.83365085,23.6094538,23.82699013,210751600
2014-10-30 00:00:00-04:00,23.74263936,23.82921018,23.50734449,23.74707985,162619200
2014-10-31 00:00:00-04:00,23.97571573,23.98237476,23.7981336,23.97349548,178557200
2014-11-03 00:00:00-05:00,24.02232902,24.48404116,23.97571409,24.2842617,209130400
2014-11-04 00:00:00-05:00,24.27538468,24.30424105,23.91134284,24.10668182,166297600
2014-11-05 00:00:00-05:00,24.21766451,24.26206088,24.00234678,24.16439056,149743600
2014-11-06 00:00:00-05:00,24.21121166,24.25357067,24.03286121,24.23350525,139874000
2014-11-07 00:00:00-05:00,24.24464952,24.37172485,24.20006234,24.30261421,134766000
2014-11-10 00:00:00-05:00,24.30484282,24.37395516,24.2268144,24.2624855,108782000
2014-11-11 00:00:00-05:00,24.23351202,24.46759907,24.16663122,24.45645142,109769200
2014-11-12 00:00:00-05:00,24.38510102,24.84212728,24.38287285,24.80199814,187769600
2014-11-13 00:00:00-05:00,24.92462776,25.29247644,24.88003886,25.15202522,238091600
2014-11-14 00:00:00-05:00,25.2255863,25.45744342,24.79308344,25.45521355,176254400
2014-11-17 00:00:00-05:00,25.47528554,26.14633364,25.25903574,25.41286278,186986800
2014-11-18 00:00:00-05:00,25.40171233,25.79185623,25.39056468,25.7428093,176896000
2014-11-19 00:00:00-05:00,25.73612121,25.803002,25.37050078,25.56445694,167476800
2014-11-20 00:00:00-05:00,25.61795908,26.0526901,25.60458157,25.93007278,173582000
2014-11-21 00:00:00-05:00,26.19760497,26.21098079,25.86765397,25.96574783,228717200
2014-11-24 00:00:00-05:00,26.05046247,26.47850561,25.99918737,26.44729424,189803200
2014-11-25 00:00:00-05:00,26.54538967,26.6969885,26.18422729,26.21766853,275361600
2014-11-26 00:00:00-05:00,26.29346619,26.55207494,26.26894272,26.52978134,163073200
2014-11-28 00:00:00-05:00,26.58997971,26.61896292,26.31799509,26.51418114,99257600
2014-12-01 00:00:00-05:00,26.48742785,26.58552172,24.80646468,25.65363503,335256000
2014-12-02 00:00:00-05:00,25.3036192,25.8052328,25.13641467,25.55554008,237395600
2014-12-03 00:00:00-05:00,25.80522875,25.93899201,25.6625477,25.84535789,172253600
2014-12-04 00:00:00-05:00,25.80968378,26.12848707,25.70267386,25.74726105,168178000
2014-12-05 00:00:00-05:00,25.85873476,25.87880019,25.55776698,25.63802528,153275600
2014-12-08 00:00:00-05:00,25.43738017,25.55999749,24.88449152,25.05838394,230659600
2014-12-09 00:00:00-05:00,24.56568198,25.48196264,24.37841208,25.4418335,240832000
2014-12-10 00:00:00-05:00,25.5064877,25.60457985,24.86665126,24.9580555,178261200
2014-12-11 00:00:00-05:00,25.02717393,25.37050076,24.82206842,24.88449287,165606800
2014-12-12 00:00:00-05:00,24.62587953,24.94022482,24.42969352,24.46313477,224112400
2014-12-15 00:00:00-05:00,24.67938378,24.88002952,23.70959801,24.12872505,268872400
2014-12-16 00:00:00-05:00,23.71405648,24.55899672,23.68953302,23.79877281,243162800
2014-12-17 00:00:00-05:00,23.88126664,24.48766032,23.81438415,24.39179802,213647200
2014-12-18 00:00:00-05:00,24.94022047,25.11411285,24.67046412,25.11411285,236024800
2014-12-19 00:00:00-05:00,25.02717193,25.24565154,24.89340866,24.92016029,353719200
2014-12-22 00:00:00-05:00,25.00488333,25.30139143,24.9625243,25.17877579,180670000
2014-12-23 00:00:00-05:00,25.24342066,25.26571425,25.07175643,25.08959198,104113600
2014-12-24 00:00:00-05:00,25.09851282,25.12749432,24.97143745,24.97143745,57918400
2014-12-26 00:00:00-05:00,24.99150743,25.53102039,24.9714437,25.41286278,134884000
2014-12-29 00:00:00-05:00,25.36826811,25.58674771,25.34820268,25.39502144,110395600
2014-12-30 00:00:00-05:00,25.33482719,25.39724993,24.99373026,25.08513451,119526000
2014-12-31 00:00:00-05:00,25.15201035,25.22112099,24.57013868,24.60803795,165613600
2015-01-02 00:00:00-05:00,24.83321697,24.84436462,23.93254169,24.3739624,212818400
2015-01-05 00:00:00-05:00,24.14210192,24.22236022,23.50003722,23.68730545,257142000
2015-01-06 00:00:00-05:00,23.75195215,23.95036798,23.32613729,23.68952942,263188400
2015-01-07 00:00:00-05:00,23.89909215,24.12203145,23.7876225,24.02170944,160423600
2015-01-08 00:00:00-05:00,24.3516653,25.00264778,24.23350602,24.94468307,237458000
2015-01-09 00:00:00-05:00,25.11857654,25.24788178,24.57014594,24.97143745,214798000
2015-01-12 00:00:00-05:00,25.10296942,25.10965733,24.25580095,24.35612297,198603200
2015-01-13 00:00:00-05:00,24.84212881,25.1475563,24.28032247,24.57237244,268367600
2015-01-14 00:00:00-05:00,24.30930253,24.63256384,24.18891509,24.47873688,195826400
2015-01-15 00:00:00-05:00,24.52332979,24.53670561,23.77871314,23.81438255,240056000
2015-01-16 00:00:00-05:00,23.8611944,23.9838117,23.45321505,23.62933731,314053200
2015-01-20 00:00:00-05:00,24.0417845,24.29370711,23.74304651,24.23797226,199599600
2015-01-21 00:00:00-05:00,24.28924109,24.75964325,24.13764227,24.42300606,194303600
2015-01-22 00:00:00-05:00,24.58129386,25.07398963,24.4609064,25.05838394,215185600
2015-01-23 00:00:00-05:00,25.0360919,25.3593533,24.86442763,25.18769073,185859200
2015-01-26 00:00:00-05:00,25.35712235,25.49534537,25.14756051,25.2144413,222460000
2015-01-27 00:00:00-05:00,25.06284098,25.07621849,24.30707672,24.33160019,382274800
2015-01-28 00:00:00-05:00,26.2243476,26.33358908,25.70712852,25.70712852,585908400
2015-01-29 00:00:00-05:00,25.93230247,26.57213895,25.76286811,26.50748634,337745600
2015-01-30 00:00:00-05:00,26.39601404,26.75271659,26.05045744,26.11956978,334982000
2015-02-02 00:00:00-05:00,26.31799071,26.56768169,25.87879992,26.44729424,250956400
2015-02-03 00:00:00-05:00,26.41831428,26.54984769,26.21989838,26.45175552,207662800
2015-02-04 00:00:00-05:00,26.41831169,26.86642024,26.37595267,26.65462685,280598800
2015-02-05 00:00:00-05:00,26.86277767,26.9097812,26.69043765,26.84487343,168984800
2015-02-06 00:00:00-05:00,26.86278425,26.91426342,26.51138811,26.6188221,174826400
2015-02-09 00:00:00-05:00,26.53377094,26.82249625,26.50691202,26.79563904,155559200
2015-02-10 00:00:00-05:00,26.89634637,27.33950904,26.89410941,27.31041145,248034000
2015-02-11 00:00:00-05:00,27.47828378,27.95949542,27.41785334,27.95054245,294247200
2015-02-12 00:00:00-05:00,28.21464831,28.53247287,28.10497738,28.30417633,297898000
2015-02-13 00:00:00-05:00,28.48770673,28.48770673,28.12288206,28.44294357,217088800
2015-02-17 00:00:00-05:00,28.53470801,28.84581825,28.40713114,28.61080742,252609600
2015-02-18 00:00:00-05:00,28.56604518,28.82343761,28.52575765,28.810009,179566800
2015-02-19 00:00:00-05:00,28.75628706,28.87938829,28.72271555,28.74957275,149449600
